lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,subset
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,1139.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,7971.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,1060.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,7707.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,9362.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,11054.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,8811.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,2564.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,5124.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,10047.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,7322.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,9190.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,10991.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,963.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,6788.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,1363.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,7755.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,10073.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,207.0,80000,train
20.476806,48.130972,2017,11.0,150.0,PANNONIAN,Hungary,3454.0,80000,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,10247.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,5189.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,53.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,7760.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,8151.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,6331.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,10600.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,9647.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,1888.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,4609.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,10223.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,981.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,2025.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,6989.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,963.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,8208.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,6079.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,5071.0,300100,train
4.92261,49.30415,2019,1.0,,CONTINENTAL,France,2474.0,300100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,3275.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,958.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,2013.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,9072.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,2922.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,8439.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,5420.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,1387.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,6491.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,5739.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,3738.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,9245.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,5348.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,3614.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,7122.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,6746.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,2262.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,4397.0,310100,train
10.0132,55.81473,2017,10.0,79.0,CONTINENTAL,Denmark,4960.0,310100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,1498.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,981.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,10247.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,6684.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,10385.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,10600.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,1888.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,1180.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,2474.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,1424.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,3067.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,4609.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,5071.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,4498.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,4102.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,9923.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,963.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,6119.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,8151.0,530100,train
1.52127,47.1713,2019,1.0,,ATLANTIC,France,5189.0,530100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,9816.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,5358.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,9580.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,340.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,540.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,2101.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,11195.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,4279.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,6643.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,3123.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,6746.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,9207.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,1951.0,770100,train
10.16399,55.94179,2019,10.0,79.0,CONTINENTAL,Denmark,8124.0,770100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,10909.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,5412.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,7536.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,10315.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,8424.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,9636.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,10247.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,7706.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,8208.0,1010100,train
1.52802,44.9761,2017,1.0,,ATLANTIC,France,6684.0,1010100,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,1162.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,6208.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,6171.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,2921.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,2799.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,1497.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,6883.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,8746.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,6252.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,4748.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,5764.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,3451.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,8983.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,4640.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,9253.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,8297.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,4105.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,7588.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,9024.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,1818.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,167.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,9921.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,1092.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,5149.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,3722.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,53.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,3358.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,3810.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,10998.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,1015.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,2322.0,1160000,train
12.44995,47.01187,2018,4.0,10.0,ALPINE,Austria,178.0,1160000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,10728.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,3581.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,2783.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,11157.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,5412.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,2250.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,3935.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,661.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,4498.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,11013.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,9997.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,2474.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,601.0,1300000,train
2.60571,42.44412,2017,1.0,,MEDITERRANEAN,Spain,981.0,1300000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,10881.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,2885.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,7817.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,3958.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,4397.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,1525.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,8431.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,2211.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,8818.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,8149.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,11140.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,10998.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,7054.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,8807.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,3969.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,2891.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,8746.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,5398.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,2471.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,6686.0,1470000,train
10.32755,55.08642,2018,10.0,79.0,CONTINENTAL,Denmark,423.0,1470000,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,1539.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,11140.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,7706.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,5412.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,1254.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,8542.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,8746.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,7748.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,3888.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,1497.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,1888.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,10909.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,9190.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,694.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,7318.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,2474.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,11120.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,10228.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,6925.0,1530100,train
0.50855,45.1439,2017,1.0,,ATLANTIC,France,10364.0,1530100,train
5.369948,51.386949,2019,5.0,16.0,ATLANTIC,Netherlands,10223.0,1610000,train
5.369948,51.386949,2019,5.0,16.0,ATLANTIC,Netherlands,4483.0,1610000,train
5.369948,51.386949,2019,5.0,16.0,ATLANTIC,Netherlands,6079.0,1610000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,10940.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,4499.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,10255.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,6999.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,10600.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,9024.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,96.0,1930000,train
8.63445,56.82994,2019,10.0,79.0,ATLANTIC,Denmark,7817.0,1930000,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,6310.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,6915.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,4397.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,1964.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,4854.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9150.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,10116.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9816.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,5398.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,6746.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,10317.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,540.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,254.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9630.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,7739.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,11140.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,2211.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,2009.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,478.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9465.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,4499.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,8818.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,11195.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9207.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,7122.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,2885.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,8431.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,4898.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,10024.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,8760.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,9707.0,2270100,train
9.40429,57.13629,2019,10.0,79.0,CONTINENTAL,Denmark,8439.0,2270100,train
8.77676,56.51013,2018,10.0,79.0,ATLANTIC,Denmark,11195.0,2650000,train
8.77676,56.51013,2018,10.0,79.0,ATLANTIC,Denmark,6491.0,2650000,train
8.77676,56.51013,2018,10.0,79.0,ATLANTIC,Denmark,10969.0,2650000,train
8.77676,56.51013,2018,10.0,79.0,ATLANTIC,Denmark,2885.0,2650000,train
8.77676,56.51013,2018,10.0,79.0,ATLANTIC,Denmark,10073.0,2650000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,6684.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,146.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,394.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,180.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,8705.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,3958.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,8208.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,4795.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,2634.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,2756.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,4342.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,11013.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,10909.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,9261.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,10315.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,7706.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,9636.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,2474.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,9190.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,694.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,6226.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,9647.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,8424.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,7536.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,5412.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,2386.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,9873.0,3100000,train
0.96025,44.35882,2017,1.0,,ATLANTIC,France,6909.0,3100000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,4499.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,1818.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,3161.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,3722.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,2211.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,10073.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,4748.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,5218.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,6119.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,1525.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,843.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,10881.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,10317.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,540.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,7536.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,1288.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,694.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,4397.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,8746.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,1018.0,3440000,train
9.72508,54.84015,2018,10.0,79.0,CONTINENTAL,Denmark,11140.0,3440000,train
16.581444,49.182444,2020,10.0,16.0,CONTINENTAL,Czech Republic,3457.0,3510100,train
16.581444,49.182444,2020,10.0,16.0,CONTINENTAL,Czech Republic,7971.0,3510100,train
16.581444,49.182444,2020,10.0,16.0,CONTINENTAL,Czech Republic,5400.0,3510100,train
