observation_id;latitude;longitude;species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name;cell_id;cell_AEE_reference_grid_FR_10km_code;subset
10025522;43.8642578125;-0.1008661761879919;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3426;10kmE350N236;train
10025947;49.301540374755895;4.15303421020508;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7205;10kmE389N292;train
10026216;43.9236183166504;0.1675586849451069;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3689;10kmE353N236;train
10026642;45.4803695678711;6.0539860725402805;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8375;10kmE401N249;train
10026880;45.2687110900879;5.86510992050171;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8181;10kmE399N247;test
10027186;44.9003219604492;5.012945652008059;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7461;10kmE392N243;train
10027917;47.9926643371582;-0.084743998944759;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4085;10kmE357N281;train
10028676;45.574047088623104;3.01647329330444;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5971;10kmE377N252;val
10032796;45.799720764160206;-0.053055554628372;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3798;10kmE354N257;test
10033458;48.673454284668;2.93705868721008;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6318;10kmE380N286;val
10033825;43.29655456542971;1.66750836372376;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4660;10kmE364N228;train
10035268;45.1924514770508;5.7160749435424805;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8081;10kmE398N246;train
10036211;49.42207336425779;2.93975019454956;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6326;10kmE380N294;train
10037400;44.651981353759794;2.1420054435730003;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5150;10kmE369N242;train
10038209;43.005733489990206;-0.101837396621704;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3328;10kmE349N226;train
10038391;42.8845634460449;-0.113623335957527;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3327;10kmE349N225;train
10039152;46.5116119384766;-1.3881733417511002;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3020;10kmE345N266;train
10039959;44.5617561340332;5.94974184036255;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8173;10kmE399N239;train
10040242;48.2983322143555;-4.17500019073486;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;1764;10kmE327N289;test
10040515;44.4067611694336;4.1199808120727495;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6756;10kmE385N238;train
10041858;42.6972999572754;2.89354968070984;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5528;10kmE373N220;train
10042092;45.20767211914061;1.5552883148193402;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4775;10kmE365N249;test
10042735;44.171138763427706;0.298888623714447;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3780;10kmE354N239;train
10042861;49.33646392822271;1.45174503326416;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5301;10kmE370N294;train
10043407;48.5861015319824;0.690251469612122;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4626;10kmE363N287;train
10043417;48.5665817260742;-2.22008895874023;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2809;10kmE342N290;train
10044433;44.1209564208984;5.18658590316772;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7554;10kmE393N234;train
10046426;48.51663970947271;2.2668209075927703;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5796;10kmE375N285;train
10047284;43.5438499450684;-0.137161374092102;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3422;10kmE350N232;train
10047839;45.8207931518555;4.62292623519897;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7266;10kmE390N253;train
10047845;48.450313568115206;-2.0543429851532;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2879;10kmE343N288;train
10048071;48.5554008483887;2.6873471736908;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6109;10kmE378N285;train
10048958;48.869846343994105;2.5160698890686004;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6007;10kmE377N288;train
10049204;42.5840454101563;2.2763903141021697;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5030;10kmE368N219;train
10049881;48.86824035644529;2.38371324539185;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5904;10kmE376N289;train
10051666;45.1643486022949;5.31752300262451;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7770;10kmE395N246;train
10051707;44.8947143554688;1.2287083864211998;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4494;10kmE362N246;train
10052245;48.701755523681605;2.17235445976257;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5696;10kmE374N287;train
10054834;45.0376853942871;1.90098536014557;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5058;10kmE368N247;val
10055347;43.56591415405271;3.95068621635437;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6554;10kmE383N229;train
10056146;47.819950103759794;-2.39251017570496;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2580;10kmE339N282;train
10057426;48.1813888549805;6.43499994277954;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8774;10kmE405N279;train
10059552;43.5858192443848;2.87780499458313;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5639;10kmE374N230;val
10060510;45.5579452514649;1.0261768102645898;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4501;10kmE362N253;train
10060516;46.6306991577149;1.0973438024520898;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4697;10kmE364N265;train
10060538;43.8365821838379;4.3867502212524405;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6847;10kmE386N231;train
10060726;47.8159484863281;0.640754997730255;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4526;10kmE362N278;train
10061244;43.6830024719238;7.033075332641599;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8991;10kmE408N229;train
10061422;48.8776779174805;2.6762032508850098;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6112;10kmE378N288;train
10062089;48.9343070983887;2.5158061981201203;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6008;10kmE377N289;test
10062544;49.434444427490206;0.8575000166893009;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4822;10kmE365N296;train
10063685;46.1681442260742;4.83655691146851;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7475;10kmE392N257;train
10064579;45.2063674926758;2.44078016281128;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5455;10kmE372N248;test
10064911;44.55570983886721;1.3437680006027202;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4581;10kmE363N242;val
10064962;48.8264083862305;2.3596198558807404;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5903;10kmE376N288;val
10065041;43.75508117675779;-1.34139823913574;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2608;10kmE340N236;train
10066016;44.886680603027294;0.5454300045967101;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4050;10kmE357N246;val
10067022;48.702995300293;2.20514106750488;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5696;10kmE374N287;train
10067374;43.7159767150879;-1.04953622817993;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2826;10kmE343N235;train
10067910;44.9267692565918;0.957280695438385;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4315;10kmE360N246;train
10068606;45.402904510498;5.38905382156372;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7772;10kmE395N248;train
10069559;43.2016677856445;2.20333337783813;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5037;10kmE368N226;test
10069744;45.91217422485349;5.997620105743411;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8380;10kmE401N254;train
10070317;43.309844970703104;3.2256891727447496;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5945;10kmE377N226;train
10070784;44.8383255004883;1.12968683242798;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4493;10kmE362N245;train
10071209;43.75419616699221;-1.3409966230392498;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2608;10kmE340N236;train
10073656;47.6702766418457;-2.6483333110809304;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2430;10kmE337N280;train
10074965;43.918888092040994;2.39805555343628;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5341;10kmE371N234;train
10075543;47.7539253234863;3.59148263931274;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6696;10kmE384N275;train
10076729;47.7990951538086;1.29386377334595;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4993;10kmE367N278;train
10076847;48.7500495910645;1.04952681064606;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4908;10kmE366N288;train
10077014;47.2561149597168;-2.25129652023315;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2573;10kmE339N275;train
10077398;44.7411117553711;4.40138912200928;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6955;10kmE387N241;train
10077581;44.6199989318848;2.0794444084167503;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5150;10kmE369N242;train
10078965;49.3731002807617;6.057110786437991;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8605;10kmE403N292;train
10078970;48.9055099487305;2.33623170852661;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5904;10kmE376N289;train
10079952;47.390720367431605;1.24703931808472;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4893;10kmE366N273;train
10080191;45.5220222473145;0.6560629606246949;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4233;10kmE359N253;train
10080264;47.2622489929199;0.576941192150116;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4341;10kmE360N272;test
10080933;43.7159309387207;7.103693962097171;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8991;10kmE408N229;train
10081041;43.1836814880371;3.00111627578735;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5736;10kmE375N225;train
10081968;43.647533416748;-0.4470152854919429;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3160;10kmE347N234;train
10085619;43.681270599365206;-1.3058574199676498;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2681;10kmE341N235;train
10086427;48.9500923156738;2.10000586509705;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5699;10kmE374N290;val
10086775;50.459285736084006;2.79309129714966;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6439;10kmE381N306;train
10087173;46.6346244812012;3.650490283966061;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6588;10kmE383N263;train
10088596;50.3520812988281;3.40634608268738;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6822;10kmE385N304;train
10089062;47.338249206543;5.90857124328613;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8396;10kmE401N270;train
10089200;44.0637702941895;1.36366093158722;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4484;10kmE362N236;train
10089405;43.1118659973145;2.7399673461914102;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5432;10kmE372N225;train
10089844;46.9206352233887;0.704069316387177;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4426;10kmE361N268;train
10090149;43.3371696472168;-1.46702396869659;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2529;10kmE339N231;train
10090188;43.620002746582;6.75068807601929;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8723;10kmE405N228;train
10090279;43.085178375244105;6.070166110992429;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8253;10kmE400N222;val
10090813;45.267707824707;5.65553522109985;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7980;10kmE397N247;val
10090937;43.8801956176758;2.6129002571106;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5440;10kmE372N233;train
10091354;47.7915344238281;1.06548237800598;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4804;10kmE365N278;val
10092966;43.6707458496094;7.12973594665527;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8990;10kmE408N228;train
10093393;43.4696350097656;6.63932657241821;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8630;10kmE404N226;train
10094771;47.5032844543457;-0.5214503407478329;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3729;10kmE353N276;train
10094955;47.6646957397461;3.7274405956268297;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6792;10kmE385N274;train
10095522;48.7321624755859;2.86846232414246;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6215;10kmE379N287;train
10095948;42.7033538818359;2.88312125205994;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5528;10kmE373N220;train
10098146;47.1576271057129;1.55951809883118;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5081;10kmE368N270;train
10098832;45.813392639160206;4.70163249969482;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7266;10kmE390N253;train
10099363;48.639892578125;7.71006965637207;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;9471;10kmE415N283;train
10100257;49.4785575866699;3.0017666816711404;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6428;10kmE381N295;val
10101146;46.6096382141113;0.592502295970917;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4334;10kmE360N265;train
10105736;44.2426338195801;4.19822502136231;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6754;10kmE385N236;train
10106541;47.2753105163574;0.412612199783325;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4253;10kmE359N273;test
10108178;46.34732055664061;2.6105315685272203;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5771;10kmE375N260;test
10108534;45.6123161315918;-0.99914139509201;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3096;10kmE346N256;train
10109265;43.827423095703104;1.73821675777435;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4759;10kmE365N233;train
10109962;49.5576477050781;5.266069889068599;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8027;10kmE397N294;train
10110091;45.6056976318359;4.30190658569336;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6965;10kmE387N251;train
10110096;45.625572204589794;5.02885055541992;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7571;10kmE393N251;train
10111768;45.4115676879883;3.71824407577515;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6479;10kmE382N249;val
10112121;48.261604309082;-0.0847555026412009;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4088;10kmE357N284;train
10113067;44.14994049072271;1.74751162528992;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4857;10kmE366N237;val
10113448;42.689998626709;3.03305554389954;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5629;10kmE374N220;train
10113989;48.009693145752;-3.77988243103027;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;1880;10kmE329N286;train
10115475;48.17919540405271;6.47365236282349;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8774;10kmE405N279;train
10116443;48.9571037292481;7.76903581619263;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;9475;10kmE415N287;train
10117285;45.75553894042971;4.85497283935547;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7470;10kmE392N252;train
10118128;49.2574996948242;4.06222200393677;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7104;10kmE388N292;train
10119255;42.5936126708984;9.43555545806885;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;9835;10kmE427N216;test
10119296;46.6916656494141;-0.6005555391311651;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3545;10kmE351N267;train
10119645;46.5437622070313;-1.21872460842133;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3106;10kmE346N266;train
10119917;42.8885955810547;2.71530723571777;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5429;10kmE372N222;train
10121981;43.767051696777294;-1.2465717792511002;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2682;10kmE341N236;train
10122323;43.1669425964356;5.93277788162231;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;8058;10kmE398N223;val
10122704;46.0152244567871;0.8430699706077579;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4416;10kmE361N258;train
10123450;44.060001373290994;5.13166666030884;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7554;10kmE393N234;train
10123624;45.2920761108399;0.946309685707092;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4408;10kmE361N250;train
10124392;48.8746147155762;2.41313004493713;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5904;10kmE376N289;train
10124603;44.8743362426758;1.54106318950653;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4771;10kmE365N245;train
10127199;45.077243804931605;0.401189476251602;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3965;10kmE356N248;train
10127458;43.629280090332;1.4750934839248702;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4570;10kmE363N231;train
10128440;49.5133743286133;0.885671198368073;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4917;10kmE366N297;train
10128731;45.7496490478516;3.22059202194214;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6181;10kmE379N253;train
10129147;45.688594818115206;-1.07385790348053;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3097;10kmE346N257;train
10129367;48.3968200683594;2.95675420761108;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6315;10kmE380N283;train
10130275;45.4319534301758;4.37910652160644;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7061;10kmE388N249;train
10130878;50.699710845947294;2.85750317573547;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6441;10kmE381N308;val
10132215;48.6129417419434;-1.50444495677948;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;3215;10kmE347N289;train
10133704;44.6691665649414;2.18722224235535;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5249;10kmE370N242;train
10134889;43.646842956543;1.39209473133087;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4480;10kmE362N232;train
10135908;45.250583648681605;1.11947703361511;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4498;10kmE362N250;val
10136941;44.460277557373104;1.7102777957916298;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4860;10kmE366N240;train
10137441;47.2845497131348;0.7838454246520999;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4520;10kmE362N272;val
10137638;48.1625366210938;2.73158955574036;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6104;10kmE378N280;train
10139724;47.4949073791504;-3.1180579662323;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2134;10kmE333N279;train
10140084;48.387489318847706;-4.51082515716553;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;1655;10kmE325N291;train
10140217;46.3032646179199;4.63196992874146;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7272;10kmE390N259;train
10141789;46.71867370605471;2.93923473358154;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6088;10kmE378N264;train
10143206;43.8151512145996;1.7341637611389198;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4759;10kmE365N233;train
10143256;45.6758346557617;3.22083330154419;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6181;10kmE379N253;train
10149346;45.9394645690918;4.80346393585205;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7370;10kmE391N255;test
10150055;49.13273620605471;1.4263912439346298;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5200;10kmE369N292;train
10150317;45.32437133789061;5.3646879196167;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7771;10kmE395N247;train
10150837;45.688533782959006;5.01910400390625;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7572;10kmE393N252;train
10151253;49.562808990478494;2.9993953704834;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;6429;10kmE381N296;train
10152077;44.048038482666;1.46826982498169;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4575;10kmE363N236;train
10152749;43.5994071960449;1.41650831699371;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4479;10kmE362N231;test
10153526;43.2391662597656;2.20861101150513;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5037;10kmE368N226;test
10153833;43.7613334655762;-1.33979463577271;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;2608;10kmE340N236;train
10154033;46.5504951477051;1.75055515766144;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;5074;10kmE368N263;train
10155544;43.447689056396506;1.5832357406616202;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;4568;10kmE363N229;train
10155878;45.731231689453104;4.82722520828247;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7367;10kmE391N252;train
10156259;45.4930076599121;4.6401472091674805;1;2927190;Mentha suaveolens;Mentha;Lamiaceae;Plantae;7263;10kmE390N250;train
