id,lat,lon,geometry,in_polygon,split
1252478,43.52182,6.90317,POINT (6.90317 43.52182),True,train
1238298,43.41968,6.51887,POINT (6.51887 43.41968),True,train
122604,43.519,6.80261,POINT (6.80261 43.519),True,train
1198603,44.23885,4.811419,POINT (4.811419 44.23885),True,train
44065,43.28361,6.22833,POINT (6.22833 43.28361),True,train
70500,43.50134,6.23666,POINT (6.23666 43.50134),True,train
86369,43.27102,6.3156,POINT (6.3156 43.27102),True,train
122605,43.35656,6.614,POINT (6.614 43.35656),True,train
62656,43.43697,6.87874,POINT (6.87874 43.43697),True,train
106411,43.30818,6.28595,POINT (6.28595 43.30818),True,train
1020153,43.54029,3.0862,POINT (3.0862 43.54029),True,train
110422,43.46182,6.24737,POINT (6.24737 43.46182),True,train
1069439,44.13826,4.970513,POINT (4.970513 44.13826),True,train
1032106,43.89017,5.46514,POINT (5.46514 43.89017),True,train
1069516,42.50562,3.03751,POINT (3.03751 42.50562),True,train
1265207,42.82341,2.66188,POINT (2.66188 42.82341),True,train
58909,43.47171,5.85015,POINT (5.85015 43.47171),True,train
967293,43.70698,4.660633,POINT (4.660633 43.70698),True,train
578420,43.49234,6.41301,POINT (6.41301 43.49234),True,train
1307599,43.27728,5.569633,POINT (5.569633 43.27728),True,train
39870,43.14651,6.06637,POINT (6.06637 43.14651),True,train
28539,43.37379,5.29334,POINT (5.29334 43.37379),True,train
826026,44.10271,4.62372,POINT (4.62372 44.10271),True,train
773184,43.67299,5.457308,POINT (5.457308 43.67299),True,train
668466,43.7668,7.038031,POINT (7.038031 43.7668),True,train
878867,43.95536,4.23864,POINT (4.23864 43.95536),True,train
1269966,42.52443,2.42534,POINT (2.42534 42.52443),True,train
1256311,43.43843,5.94251,POINT (5.94251 43.43843),True,train
1279352,42.68543,3.02797,POINT (3.02797 42.68543),True,train
1197591,44.22944,4.987468,POINT (4.987468 44.22944),True,train
1279355,42.64284,2.20337,POINT (2.20337 42.64284),True,train
686077,43.53459,4.824991,POINT (4.824991 43.53459),True,train
1021043,43.53626,6.086148,POINT (6.086148 43.53626),True,train
1127046,44.51342,3.879511,POINT (3.879511 44.51342),True,train
1021070,44.8238,3.338646,POINT (3.338646 44.8238),True,train
967486,43.74208,3.98647,POINT (3.98647 43.74208),True,train
738216,44.22701,4.937645,POINT (4.937645 44.22701),True,train
967774,43.29726,1.7593,POINT (1.7593 43.29726),True,train
1109395,43.31555,3.2404,POINT (3.2404 43.31555),True,train
1144988,42.68229,2.72594,POINT (2.72594 42.68229),True,train
703218,43.38041,5.800721,POINT (5.800721 43.38041),True,train
967806,44.70931,3.83293,POINT (3.83293 44.70931),True,train
967385,43.70642,4.31305,POINT (4.31305 43.70642),True,train
1127016,43.75178,5.20291,POINT (5.20291 43.75178),True,train
826369,43.71619,7.164566,POINT (7.164566 43.71619),True,train
773348,43.26041,2.70364,POINT (2.70364 43.26041),True,train
1214765,42.99833,2.12844,POINT (2.12844 42.99833),True,train
1210312,42.79974,2.1122,POINT (2.1122 42.79974),True,train
1220380,43.15326,6.11495,POINT (6.11495 43.15326),True,train
1003103,44.06811,4.65197,POINT (4.65197 44.06811),True,train
949920,43.2411,2.18767,POINT (2.18767 43.2411),True,train
808406,43.40337,3.477583,POINT (3.477583 43.40337),True,train
879303,44.29998,3.350043,POINT (3.350043 44.29998),True,train
791239,44.17199,3.615581,POINT (3.615581 44.17199),True,train
985799,43.66063,5.185573,POINT (5.185573 43.66063),True,train
791243,43.92748,6.980123,POINT (6.980123 43.92748),True,train
720625,43.33996,3.33642,POINT (3.33642 43.33996),True,train
1162835,43.65243,4.31836,POINT (4.31836 43.65243),True,train
1162570,44.20904,4.939285,POINT (4.939285 44.20904),True,train
896518,44.14131,4.67016,POINT (4.67016 44.14131),True,train
703206,44.22996,4.63683,POINT (4.63683 44.22996),True,train
721037,43.54055,5.739743,POINT (5.739743 43.54055),True,train
703538,43.9641,6.953298,POINT (6.953298 43.9641),True,train
808668,43.30121,1.80826,POINT (1.80826 43.30121),True,train
773621,43.74391,5.42698,POINT (5.42698 43.74391),True,train
1021041,43.49515,3.789233,POINT (3.789233 43.49515),True,train
1303355,42.5465,2.97267,POINT (2.97267 42.5465),True,train
1345747,42.76347,2.84706,POINT (2.84706 42.76347),True,train
1180484,44.36044,3.166886,POINT (3.166886 44.36044),True,train
1345775,43.3471,4.85816,POINT (4.85816 43.3471),True,train
843944,43.95271,4.18903,POINT (4.18903 43.95271),True,train
721021,42.59099,2.46809,POINT (2.46809 42.59099),True,train
1073532,43.41022,3.30367,POINT (3.30367 43.41022),True,train
949632,43.32881,2.64566,POINT (2.64566 43.32881),True,train
896516,43.31981,2.52314,POINT (2.52314 43.31981),True,train
600536,43.23705,1.80449,POINT (1.80449 43.23705),True,train
1238068,42.61547,1.97579,POINT (1.97579 42.61547),True,train
650639,43.52961,3.760755,POINT (3.760755 43.52961),True,train
1180170,43.56509,3.459433,POINT (3.459433 43.56509),True,train
1284123,42.66354,2.18297,POINT (2.18297 42.66354),True,train
1091031,44.03721,4.75488,POINT (4.75488 44.03721),True,train
970163,43.30262,2.05547,POINT (2.05547 43.30262),True,train
1126726,43.66769,4.26724,POINT (4.26724 43.66769),True,train
896519,43.98437,4.11086,POINT (4.11086 43.98437),True,train
1091317,43.51889,5.246821,POINT (5.246821 43.51889),True,train
791217,43.64507,4.864711,POINT (4.864711 43.64507),True,train
70878,42.80878,2.1883,POINT (2.1883 42.80878),True,train
1274760,43.2378,1.95409,POINT (1.95409 43.2378),True,train
951095,43.91141,5.538123,POINT (5.538123 43.91141),True,train
1023504,44.11945,4.59718,POINT (4.59718 44.11945),True,train
1005143,43.80492,7.110613,POINT (7.110613 43.80492),True,train
790843,44.10344,4.29872,POINT (4.29872 44.10344),True,train
1261232,43.07646,2.96498,POINT (2.96498 43.07646),True,train
1336519,42.40527,2.05628,POINT (2.05628 42.40527),True,train
827464,43.99554,5.00801,POINT (5.00801 43.99554),True,train
1298502,42.45315,2.26278,POINT (2.26278 42.45315),True,train
949634,43.75862,3.95988,POINT (3.95988 43.75862),True,train
1038402,43.75412,5.252383,POINT (5.252383 43.75412),True,train
1219609,42.47206,2.98067,POINT (2.98067 42.47206),True,train
1058668,43.60769,4.496873,POINT (4.496873 43.60769),True,train
1163133,43.54735,4.37769,POINT (4.37769 43.54735),True,train
1163134,43.61958,4.718253,POINT (4.718253 43.61958),True,train
1091040,43.65365,5.037496,POINT (5.037496 43.65365),True,train
773271,43.6787,4.488998,POINT (4.488998 43.6787),True,train
1145269,43.61446,4.619589,POINT (4.619589 43.61446),True,train
686372,43.68513,4.589028,POINT (4.589028 43.68513),True,train
968048,43.63627,4.692009,POINT (4.692009 43.63627),True,train
878972,42.64811,2.754448,POINT (2.754448 42.64811),True,train
1293676,42.35235,2.4878,POINT (2.4878 42.35235),True,train
843594,43.60491,4.399994,POINT (4.399994 43.60491),True,train
1074183,43.67607,5.53095,POINT (5.53095 43.67607),True,train
861122,43.45885,3.496105,POINT (3.496105 43.45885),True,train
1303549,43.51713,6.1433,POINT (6.1433 43.51713),True,train
1162577,43.67511,5.110048,POINT (5.110048 43.67511),True,train
1238161,42.82594,2.78636,POINT (2.78636 42.82594),True,train
1256351,42.74692,2.39786,POINT (2.39786 42.74692),True,train
1180724,43.96898,4.83579,POINT (4.83579 43.96898),True,train
720768,43.3885,3.528647,POINT (3.528647 43.3885),True,train
720676,43.79173,4.55331,POINT (4.55331 43.79173),True,train
1224024,42.45618,2.38631,POINT (2.38631 42.45618),True,train
706302,43.12359,6.162691,POINT (6.162691 43.12359),True,train
1270808,43.29412,1.94039,POINT (1.94039 43.29412),True,train
790842,44.2279,4.261178,POINT (4.261178 44.2279),True,train
1299023,42.71935,2.76321,POINT (2.76321 42.71935),True,train
653316,43.81553,5.023554,POINT (5.023554 43.81553),True,train
794839,43.11097,2.155417,POINT (2.155417 43.11097),True,train
1109084,44.1886,4.891365,POINT (4.891365 44.1886),True,train
689728,43.56458,5.886378,POINT (5.886378 43.56458),True,train
1056978,43.99912,5.08251,POINT (5.08251 43.99912),True,train
1093000,43.62645,5.634383,POINT (5.634383 43.62645),True,train
1270501,43.31004,3.41844,POINT (3.41844 43.31004),True,train
1211312,43.51857,5.30672,POINT (5.30672 43.51857),True,train
862986,43.79072,3.30936,POINT (3.30936 43.79072),True,train
669145,43.59232,2.78612,POINT (2.78612 43.59232),True,train
935858,43.91332,3.5909,POINT (3.5909 43.91332),True,train
742169,43.51409,4.777306,POINT (4.777306 43.51409),True,train
1224041,43.39262,5.04623,POINT (5.04623 43.39262),True,train
790937,43.85931,3.25153,POINT (3.25153 43.85931),True,train
1073636,43.53571,5.220691,POINT (5.220691 43.53571),True,train
845081,43.58299,5.464526,POINT (5.464526 43.58299),True,train
650636,42.8207,2.63537,POINT (2.63537 42.8207),True,train
809388,44.37816,3.441479,POINT (3.441479 44.37816),True,train
773358,43.34318,2.5944,POINT (2.5944 43.34318),True,train
671211,44.30219,3.9776,POINT (3.9776 44.30219),True,train
1350726,42.5034,2.15003,POINT (2.15003 42.5034),True,train
1336529,42.52563,2.99277,POINT (2.99277 42.52563),True,train
896523,44.1051,5.423117,POINT (5.423117 44.1051),True,train
846340,43.92397,5.412687,POINT (5.412687 43.92397),True,train
1205637,42.49173,2.54164,POINT (2.54164 42.49173),True,train
1275703,43.26273,3.08238,POINT (3.08238 43.26273),True,train
759672,43.89438,4.443999,POINT (4.443999 43.89438),True,train
1265661,43.399,6.08281,POINT (6.08281 43.399),True,train
1341276,43.30803,5.95527,POINT (5.95527 43.30803),True,train
1256187,42.53604,2.62498,POINT (2.62498 42.53604),True,train
864185,43.92229,4.98938,POINT (4.98938 43.92229),True,train
899559,43.46639,5.695751,POINT (5.695751 43.46639),True,train
1228885,43.48136,6.81572,POINT (6.81572 43.48136),True,train
935866,43.34883,6.394319,POINT (6.394319 43.34883),True,train
829977,43.51642,3.26667,POINT (3.26667 43.51642),True,train
1266189,43.4042,5.93206,POINT (5.93206 43.4042),True,train
668153,43.66406,5.259771,POINT (5.259771 43.66406),True,train
1199560,43.44397,3.54731,POINT (3.54731 43.44397),True,train
918010,44.0089,4.55769,POINT (4.55769 44.0089),True,train
825936,43.96229,4.36259,POINT (4.36259 43.96229),True,train
1145369,43.30404,3.06883,POINT (3.06883 43.30404),True,train
1144696,43.93826,4.58935,POINT (4.58935 43.93826),True,train
720680,44.00735,3.88362,POINT (3.88362 44.00735),True,train
793993,43.9305,5.561545,POINT (5.561545 43.9305),True,train
1336518,42.60625,1.89996,POINT (1.89996 42.60625),True,train
1341255,42.76268,2.99554,POINT (2.99554 42.76268),True,train
829109,43.62758,4.17187,POINT (4.17187 43.62758),True,train
1322895,43.45004,6.78014,POINT (6.78014 43.45004),True,train
934921,43.28215,2.50324,POINT (2.50324 43.28215),True,train
652097,43.78378,4.40492,POINT (4.40492 43.78378),True,train
1322896,43.55798,6.68588,POINT (6.68588 43.55798),True,train
808414,43.48408,6.13904,POINT (6.13904 43.48408),True,train
1108915,44.44883,4.01237,POINT (4.01237 44.44883),True,train
1055932,43.16106,2.09941,POINT (2.09941 43.16106),True,train
952744,43.09795,1.98471,POINT (1.98471 43.09795),True,train
1005110,43.61706,4.669129,POINT (4.669129 43.61706),True,train
689729,43.58457,5.934443,POINT (5.934443 43.58457),True,train
1130621,43.20276,2.90851,POINT (2.90851 43.20276),True,train
900424,43.47912,6.509704,POINT (6.509704 43.47912),True,train
931803,44.14424,4.36798,POINT (4.36798 44.14424),True,train
755675,43.40214,3.18091,POINT (3.18091 43.40214),True,train
1126737,43.4564,5.894006,POINT (5.894006 43.4564),True,train
689718,44.15472,3.34199,POINT (3.34199 44.15472),True,train
1322393,43.47229,6.66335,POINT (6.66335 43.47229),True,train
896437,42.94636,2.37394,POINT (2.37394 42.94636),True,train
844645,43.40846,3.00695,POINT (3.00695 43.40846),True,train
1237934,43.2099,1.72426,POINT (1.72426 43.2099),True,train
757575,43.61677,5.412203,POINT (5.412203 43.61677),True,train
827989,43.76319,3.52357,POINT (3.52357 43.76319),True,train
967489,43.6686,5.358598,POINT (5.358598 43.6686),True,train
147339,42.877,2.22729,POINT (2.22729 42.877),True,train
1345931,43.31817,2.49506,POINT (2.49506 43.31817),True,train
1092981,43.64194,3.823125,POINT (3.823125 43.64194),True,train
1284332,43.44765,6.90723,POINT (6.90723 43.44765),True,train
1059172,43.67276,5.060641,POINT (5.060641 43.67276),True,train
653762,43.47698,4.755801,POINT (4.755801 43.47698),True,train
706242,43.10059,2.74814,POINT (2.74814 43.10059),True,train
1038440,43.48338,5.669786,POINT (5.669786 43.48338),True,train
791557,43.38034,2.86191,POINT (2.86191 43.38034),True,train
1275486,43.53833,5.89393,POINT (5.89393 43.53833),True,train
1299353,43.16212,6.51796,POINT (6.51796 43.16212),True,train
1336545,43.53219,5.81619,POINT (5.81619 43.53219),True,train
688839,43.86902,5.39192,POINT (5.39192 43.86902),True,train
1247426,43.39487,6.33418,POINT (6.33418 43.39487),True,train
1294571,43.50386,6.11221,POINT (6.11221 43.50386),True,train
1224356,42.55578,2.90065,POINT (2.90065 42.55578),True,train
1308843,43.27103,3.15928,POINT (3.15928 43.27103),True,train
685789,44.27353,4.78317,POINT (4.78317 44.27353),True,train
1127362,42.61387,2.78308,POINT (2.78308 42.61387),True,train
740855,43.34944,3.483627,POINT (3.483627 43.34944),True,train
1074592,43.3657,3.457017,POINT (3.457017 43.3657),True,train
1006300,44.7879,3.342909,POINT (3.342909 44.7879),True,train
864268,44.53977,3.422698,POINT (3.422698 44.53977),True,train
1284503,43.51919,6.69991,POINT (6.69991 43.51919),True,train
1038429,43.07562,2.65275,POINT (2.65275 43.07562),True,train
1129810,44.54485,3.220273,POINT (3.220273 44.54485),True,train
1220231,43.22074,2.24957,POINT (2.24957 43.22074),True,train
1336533,42.93,2.68494,POINT (2.68494 42.93),True,train
1163587,44.54798,3.270328,POINT (3.270328 44.54798),True,train
931816,43.57673,4.945014,POINT (4.945014 43.57673),True,train
1299331,42.9092,2.70525,POINT (2.70525 42.9092),True,train
952860,44.2813,3.628474,POINT (3.628474 44.2813),True,train
1351031,43.08216,3.0667,POINT (3.0667 43.08216),True,train
1243251,43.40747,5.55458,POINT (5.55458 43.40747),True,train
1341488,43.38295,6.1793,POINT (6.1793 43.38295),True,train
1289772,43.4708,6.20416,POINT (6.20416 43.4708),True,train
576984,43.37455,5.16736,POINT (5.16736 43.37455),True,train
1215563,42.59666,3.00839,POINT (3.00839 42.59666),True,train
917175,43.81431,4.998976,POINT (4.998976 43.81431),True,train
1308340,43.32428,6.08707,POINT (6.08707 43.32428),True,train
1341775,42.43809,2.678,POINT (2.678 42.43809),True,train
1337028,42.9925,2.17688,POINT (2.17688 42.9925),True,train
1289749,43.11765,3.07467,POINT (3.07467 43.11765),True,train
1243242,43.49532,6.31569,POINT (6.31569 43.49532),True,train
1224843,43.26801,2.15978,POINT (2.15978 43.26801),True,train
827982,43.86255,3.301006,POINT (3.301006 43.86255),True,train
1233996,43.3185,6.23711,POINT (6.23711 43.3185),True,train
1270811,42.57579,3.0285,POINT (3.0285 42.57579),True,train
1261227,43.20601,2.37059,POINT (2.37059 43.20601),True,train
573248,43.48314,6.91625,POINT (6.91625 43.48314),True,train
1284711,43.45919,5.69491,POINT (5.69491 43.45919),True,train
1350540,43.37779,3.45931,POINT (3.45931 43.37779),True,train
1252360,43.25519,3.2807,POINT (3.2807 43.25519),True,train
1327586,43.43312,6.31933,POINT (6.31933 43.43312),True,train
1341772,43.34066,3.32538,POINT (3.32538 43.34066),True,train
776510,44.51265,3.272704,POINT (3.272704 44.51265),True,train
1146632,44.0433,3.879928,POINT (3.879928 44.0433),True,train
1308519,42.99966,2.99845,POINT (2.99845 42.99966),True,train
1145745,44.80101,3.265308,POINT (3.265308 44.80101),True,train
1094130,43.61911,4.04886,POINT (4.04886 43.61911),True,train
1289744,43.37133,3.50791,POINT (3.50791 43.37133),True,train
1318284,42.98812,2.94615,POINT (2.94615 42.98812),True,train
1313518,43.22675,2.49917,POINT (2.49917 43.22675),True,train
723809,43.67481,3.19847,POINT (3.19847 43.67481),True,train
1318280,43.40021,3.28898,POINT (3.28898 43.40021),True,train
1304073,42.94953,2.96245,POINT (2.96245 42.94953),True,train
1313520,43.19709,2.29442,POINT (2.29442 43.19709),True,train
1284687,43.03119,2.30912,POINT (2.30912 43.03119),True,train
1076666,43.79618,3.68216,POINT (3.68216 43.79618),True,train
861131,44.49586,3.578198,POINT (3.578198 44.49586),True,train
1307989,43.27999,2.21226,POINT (2.21226 43.27999),True,train
1238276,42.82558,1.89483,POINT (1.89483 42.82558),True,train
1308514,42.95708,2.46729,POINT (2.46729 42.95708),True,train
1303789,43.43888,4.98263,POINT (4.98263 43.43888),True,train
1056022,44.75892,3.751479,POINT (3.751479 44.75892),True,train
792814,43.40679,1.9915,POINT (1.9915 43.40679),True,train
1224842,42.57701,1.99262,POINT (1.99262 42.57701),True,train
1073624,44.30952,4.77984,POINT (4.77984 44.30952),True,train
671236,43.72371,5.378948,POINT (5.378948 43.72371),True,train
1331443,42.57461,2.60853,POINT (2.60853 42.57461),True,train
1327040,42.5194,3.04077,POINT (3.04077 42.5194),True,train
863761,44.05892,5.202167,POINT (5.202167 44.05892),True,train
774287,43.99376,3.960078,POINT (3.960078 43.99376),True,train
951600,43.86374,4.5465,POINT (4.5465 43.86374),True,train
773359,43.603,3.777673,POINT (3.777673 43.603),True,train
932871,44.28532,3.125673,POINT (3.125673 44.28532),True,train
880915,43.33471,2.00162,POINT (2.00162 43.33471),True,train
863806,44.2859,4.33058,POINT (4.33058 44.2859),True,train
774351,43.766,7.087024,POINT (7.087024 43.766),True,train
721422,43.22052,2.16545,POINT (2.16545 43.22052),True,train
1147837,44.08821,5.449482,POINT (5.449482 44.08821),True,train
916015,43.60949,5.660379,POINT (5.660379 43.60949),True,train
1129683,43.14122,2.07735,POINT (2.07735 43.14122),True,train
1005111,43.80338,4.776056,POINT (4.776056 43.80338),True,train
1006178,43.3659,2.17066,POINT (2.17066 43.3659),True,train
1303532,42.62795,2.17563,POINT (2.17563 42.62795),True,train
1224552,42.49228,3.10879,POINT (3.10879 42.49228),True,train
1229366,42.84723,2.61744,POINT (2.61744 42.84723),True,train
1313017,42.47139,3.12885,POINT (3.12885 42.47139),True,train
774344,44.28881,3.174563,POINT (3.174563 44.28881),True,train
808415,43.50655,5.791646,POINT (5.791646 43.50655),True,train
1233991,43.29934,6.58512,POINT (6.58512 43.29934),True,train
916706,43.41343,3.35275,POINT (3.35275 43.41343),True,train
651286,43.55022,3.510702,POINT (3.510702 43.55022),True,train
1056015,43.62582,3.27879,POINT (3.27879 43.62582),True,train
1038437,43.71235,3.79078,POINT (3.79078 43.71235),True,train
1111782,43.12716,2.86805,POINT (2.86805 43.12716),True,train
935979,42.87984,2.70162,POINT (2.70162 42.87984),True,train
878967,43.27598,2.924,POINT (2.924 43.27598),True,train
722751,43.80455,4.800856,POINT (4.800856 43.80455),True,train
864198,43.64321,3.549907,POINT (3.549907 43.64321),True,train
812124,43.20485,3.20398,POINT (3.20398 43.20485),True,train
793989,43.88573,5.36593,POINT (5.36593 43.88573),True,train
827022,43.3136,2.94417,POINT (2.94417 43.3136),True,train
1242959,43.32833,6.51667,POINT (6.51667 43.32833),True,train
1228887,43.29704,6.48341,POINT (6.48341 43.29704),True,train
1298714,42.42335,2.65022,POINT (2.65022 42.42335),True,train
756628,43.46092,3.24827,POINT (3.24827 43.46092),True,train
1313442,43.44222,6.82953,POINT (6.82953 43.44222),True,train
1162573,43.65196,3.12665,POINT (3.12665 43.65196),True,train
1075513,44.15384,4.919162,POINT (4.919162 44.15384),True,train
1345649,43.53914,5.41328,POINT (5.41328 43.53914),True,train
1308863,43.27364,6.17372,POINT (6.17372 43.27364),True,train
617083,43.1333,6.25656,POINT (6.25656 43.1333),True,train
1337023,42.62519,2.49584,POINT (2.49584 42.62519),True,train
843675,43.56942,6.504286,POINT (6.504286 43.56942),True,train
1322256,42.38779,2.64268,POINT (2.64268 42.38779),True,train
1058711,43.79038,4.876598,POINT (4.876598 43.79038),True,train
720691,42.75236,2.69281,POINT (2.69281 42.75236),True,train
899165,43.52759,3.438865,POINT (3.438865 43.52759),True,train
808404,42.71819,2.72149,POINT (2.72149 42.71819),True,train
1299363,43.46863,5.39436,POINT (5.39436 43.46863),True,train
1094155,43.63371,4.642576,POINT (4.642576 43.63371),True,train
1210393,42.56296,2.40873,POINT (2.40873 42.56296),True,train
1162572,43.54239,3.3876,POINT (3.3876 43.54239),True,train
773352,42.72512,2.81853,POINT (2.81853 42.72512),True,train
1238279,42.4317,1.98791,POINT (1.98791 42.4317),True,train
1164448,43.92901,4.09157,POINT (4.09157 43.92901),True,train
757065,43.77146,4.18238,POINT (4.18238 43.77146),True,train
1021442,44.07316,4.75145,POINT (4.75145 44.07316),True,train
1298831,42.64867,2.15522,POINT (2.15522 42.64867),True,train
896528,43.49479,6.434673,POINT (6.434673 43.49479),True,train
934953,43.77368,5.697725,POINT (5.697725 43.77368),True,train
1345945,42.68447,2.31077,POINT (2.31077 42.68447),True,train
1261234,42.56582,2.23677,POINT (2.23677 42.56582),True,train
1308845,42.53923,2.3052,POINT (2.3052 42.53923),True,train
703887,43.97987,3.43717,POINT (3.43717 43.97987),True,train
1317764,42.71106,2.2422,POINT (2.2422 42.71106),True,train
1279562,42.57661,2.88051,POINT (2.88051 42.57661),True,train
1163221,44.22727,4.58705,POINT (4.58705 44.22727),True,train
1237936,42.44369,2.77771,POINT (2.77771 42.44369),True,train
829078,43.25642,2.16063,POINT (2.16063 43.25642),True,train
899521,42.80449,2.66188,POINT (2.66188 42.80449),True,train
775310,43.70468,3.965515,POINT (3.965515 43.70468),True,train
1350537,42.89482,2.52845,POINT (2.52845 42.89482),True,train
1322593,42.90245,2.90235,POINT (2.90235 42.90245),True,train
1238493,42.44087,2.06349,POINT (2.06349 42.44087),True,train
1318094,42.55985,2.58071,POINT (2.58071 42.55985),True,train
896517,43.20445,2.1923,POINT (2.1923 43.20445),True,train
878977,43.18019,5.765876,POINT (5.765876 43.18019),True,train
1261235,42.72593,2.26999,POINT (2.26999 42.72593),True,train
882115,43.17968,1.87445,POINT (1.87445 43.17968),True,train
704208,43.41679,1.89116,POINT (1.89116 43.41679),True,train
741211,43.15726,2.0505,POINT (2.0505 43.15726),True,train
1076616,43.27245,2.13376,POINT (2.13376 43.27245),True,train
1091038,43.52455,3.11697,POINT (3.11697 43.52455),True,train
1165234,43.55074,3.23784,POINT (3.23784 43.55074),True,train
864220,43.55135,4.798731,POINT (4.798731 43.55135),True,train
1111791,43.74501,5.451693,POINT (5.451693 43.74501),True,train
1056953,43.28188,1.78489,POINT (1.78489 43.28188),True,train
952737,43.25663,2.40772,POINT (2.40772 43.25663),True,train
1205769,42.81189,2.46124,POINT (2.46124 42.81189),True,train
1284485,42.47873,1.89902,POINT (1.89902 42.47873),True,train
1147805,43.99686,4.33424,POINT (4.33424 43.99686),True,train
1181120,43.85737,5.542312,POINT (5.542312 43.85737),True,train
829075,43.2731,2.38086,POINT (2.38086 43.2731),True,train
776463,43.61457,5.362869,POINT (5.362869 43.61457),True,train
1059106,43.26597,2.28289,POINT (2.28289 43.26597),True,train
668151,43.14253,6.186019,POINT (6.186019 43.14253),True,train
776426,43.85527,5.492732,POINT (5.492732 43.85527),True,train
