lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon,lucas_matching_ids,split,source,id,x_EPSG_32631,y_EPSG_32631
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,5093.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,10909.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,1085.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,8770.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,9862.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,11157.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,10315.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,1888.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,8106.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,2474.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,11157.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,8705.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,8106.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,5434.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,10728.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,6039.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,11157.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,2386.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,6612.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,8208.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,11157.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,6039.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,1497.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,6909.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
6.381322,43.274818,2020,4.0,200.0,MEDITERRANEAN,France,2474.0,28970,POINT (6.381322 43.274818),True,1312817 1309820 435377 ,train,glc24_CBN-Med,28970,774384.3045332413,4796887.030105346
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,3803.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,3255.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,1350.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,3011.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,11092.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,5907.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,354.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,9555.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,4250.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,4229.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,1894.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,8721.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,1431.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,2355.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,2719.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,4627.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,7914.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,2325.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,3278.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,2665.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,10289.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,4460.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,10950.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,4358.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,8408.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
5.028378,43.342292,2017,0.0,15.0,MEDITERRANEAN,France,6560.0,31247,POINT (5.028378 43.342292),True,1348900 147637 ,train,glc24_CBN-Med,31247,664411.0923862704,4800824.766141383
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,9892.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,2474.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,3067.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,5071.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,661.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,8792.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,6989.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,10268.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,1539.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,11157.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,10317.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,10711.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.829973,44.236996,2017,0.0,-inf,MEDITERRANEAN,France,981.0,31310,POINT (3.829973 44.236996),True,957896 ,train,glc24_CBN-Med,31310,566276.9653454254,4898530.911126184
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,6855.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,1000.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,5876.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,1300.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,3837.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,1692.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,4659.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.256259,43.225739,2019,10.0,-inf,MEDITERRANEAN,France,11240.0,31908,POINT (3.256259 43.225739),True,734371 ,train,glc24_CBN-Med,31908,520810.6259559799,4785915.097480756
3.521077,43.318651,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,39591,POINT (3.521077 43.318651),True,133503 ,train,glc24_CBN-Med,39591,542252.0255619077,4796333.250838007
3.521077,43.318651,2017,10.0,-inf,MEDITERRANEAN,France,8509.0,39591,POINT (3.521077 43.318651),True,133503 ,train,glc24_CBN-Med,39591,542252.0255619077,4796333.250838007
3.0384,42.776854,2018,10.0,16.0,MEDITERRANEAN,France,10347.0,40543,POINT (3.0384 42.776854),True,1108988 1104963 1098961 396858 464088 ,train,glc24_CBN-Med,40543,503141.22323666327,4736036.012005659
3.0384,42.776854,2018,10.0,16.0,MEDITERRANEAN,France,5203.0,40543,POINT (3.0384 42.776854),True,1108988 1104963 1098961 396858 464088 ,train,glc24_CBN-Med,40543,503141.22323666327,4736036.012005659
3.0384,42.776854,2018,10.0,16.0,MEDITERRANEAN,France,9328.0,40543,POINT (3.0384 42.776854),True,1108988 1104963 1098961 396858 464088 ,train,glc24_CBN-Med,40543,503141.22323666327,4736036.012005659
3.0384,42.776854,2018,10.0,16.0,MEDITERRANEAN,France,5799.0,40543,POINT (3.0384 42.776854),True,1108988 1104963 1098961 396858 464088 ,train,glc24_CBN-Med,40543,503141.22323666327,4736036.012005659
3.0384,42.776854,2018,10.0,16.0,MEDITERRANEAN,France,2243.0,40543,POINT (3.0384 42.776854),True,1108988 1104963 1098961 396858 464088 ,train,glc24_CBN-Med,40543,503141.22323666327,4736036.012005659
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,1458.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,540.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,5882.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,3438.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,8733.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,10947.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,11195.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,7199.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
6.55063,43.1874,2020,10.0,50.0,MEDITERRANEAN,France,3166.0,51007,POINT (6.55063 43.1874),True,1105409 ,train,glc24_CBN-Med,51007,788536.8442942309,4787748.309313237
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,5721.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,2386.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,11193.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,6235.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,9656.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,7318.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,10255.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,5474.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,11157.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,981.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,3251.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,3669.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,1736.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
2.97246,43.45868,2021,5.0,100.0,MEDITERRANEAN,France,3865.0,76985,POINT (2.97246 43.45868),True,1016850 ,train,glc24_CBN-Med,76985,497772.0294709298,4811752.847720369
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,4059.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,7603.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,10893.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,11125.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,7315.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,2719.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,8332.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,9820.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,10558.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,2369.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,10289.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
3.045694,42.884111,2017,10.0,-inf,MEDITERRANEAN,France,1176.0,94126,POINT (3.045694 42.884111),True,1265854 ,train,glc24_CBN-Med,94126,503731.4345830706,4747946.663080842
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,6669.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,476.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,3251.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,5412.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,3935.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,6039.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,9572.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,11193.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,4003.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
5.84477,43.06968,2017,1.0,,MEDITERRANEAN,France,6235.0,110901,POINT (5.84477 43.06968),True,1301873 ,train,glc24_CBN-Med,110901,731616.880301977,4772480.941868084
