lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,11230.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,5301.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,2370.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,4497.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,3627.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,3358.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,3419.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,10364.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,10521.0,4544,POINT (5.38642 44.0729),True
5.38642,44.0729,2020,10.0,30.0,MEDITERRANEAN,France,4134.0,4544,POINT (5.38642 44.0729),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5876.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,4659.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,3115.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5203.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,9877.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,669.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5799.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,2926.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,1300.0,5316,POINT (3.038266 42.70752),True
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,2173.0,5316,POINT (3.038266 42.70752),True
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,2761.0,6811,POINT (2.852457 43.041303),True
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,1941.0,6811,POINT (2.852457 43.041303),True
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,11215.0,6811,POINT (2.852457 43.041303),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,3775.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7407.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7862.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,10047.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,4557.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5335.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,6788.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5173.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,569.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5542.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5400.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8512.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,6240.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,4026.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,2678.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5860.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,6788.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7824.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5022.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,2122.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9669.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9374.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8991.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8705.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8424.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5114.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8549.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,11054.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,799.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,6685.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9766.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5037.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7322.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7666.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,10367.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9647.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7999.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7531.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8807.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,944.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,6920.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9190.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,3479.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8208.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5542.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,10385.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,2474.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,1424.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,1677.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,1654.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,811.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,8084.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,5860.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,9858.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,1888.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,7824.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,3161.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,10991.0,7917,POINT (7.47635 43.9648),True
7.47635,43.9648,2019,10.0,-inf,MEDITERRANEAN,France,3998.0,7917,POINT (7.47635 43.9648),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,11193.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,2386.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,7536.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,6874.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,8887.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,11157.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,9458.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,6039.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,5474.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,5721.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,2634.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,1736.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,3935.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,639.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,3251.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,4003.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,982.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,9636.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,1304.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,1497.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,2421.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,10909.0,7950,POINT (4.17761 43.84839),True
4.17761,43.84839,2017,1.0,,MEDITERRANEAN,France,51.0,7950,POINT (4.17761 43.84839),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,5980.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8643.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,1959.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,840.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,1195.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,3984.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8154.0,9112,POINT (4.984343 43.464208),True
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8879.0,9112,POINT (4.984343 43.464208),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,876.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,1254.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,4622.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,7555.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,1736.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,5817.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,5380.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,6874.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,2120.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,476.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,5412.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,6925.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,5335.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,4003.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,8784.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,7713.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,6159.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,2772.0,9576,POINT (2.33904 43.14501),True
2.33904,43.14501,2018,1.0,,MEDITERRANEAN,France,11157.0,9576,POINT (2.33904 43.14501),True
