lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon,split,source,id,x_EPSG_32631,y_EPSG_32631,GbifPNIllu_matching_ids
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,11193.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,2421.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,2159.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,9030.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,2932.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.099038,43.134956,2021,5.0,100.0,MEDITERRANEAN,France,1304.0,212,POINT (3.099038 43.134956),True,train,glc24_CBN-Med,212,508054.73470888974,4775806.367403597,2644234540 2643566151 3949867233 2645716185 3997873311 2974444898 3949406757 2645974389 2644931102 2644347307 2645028129 3949135896 2643562022 2643559866 2974643911 2644931116 3949862113 2645194143 2645861248 2644967993 2644965979 2643559844 2644848861 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,1587.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,5907.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,5018.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,10289.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,1894.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,4916.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,8243.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
3.0315,42.749162,2018,10.0,16.0,MEDITERRANEAN,France,1062.0,1650,POINT (3.0315 42.749162),True,train,glc24_CBN-Med,1650,502577.9325312232,4732960.756407698,3997779274 3949518485 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,7244.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,10950.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,4892.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,3983.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,3803.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,7576.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,1051.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,9158.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,7418.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
4.991745,43.433207,2018,0.0,1.0,MEDITERRANEAN,France,3255.0,1741,POINT (4.991745 43.433207),True,train,glc24_CBN-Med,1741,661200.5076733688,4810850.233302489,3949453592 3948972614 3949589766 3949499824 3949127674 3949496679 3949076897 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,7871.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,7054.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,5739.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,9803.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,3958.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,812.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,4628.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,2101.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.958843,43.567651,2020,3.0,25.0,MEDITERRANEAN,France,9905.0,1972,POINT (3.958843 43.567651),True,train,glc24_CBN-Med,1972,577430.6017149169,4824301.173938585,2974647428 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,822.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,6707.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,5786.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,3216.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,1018.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
3.141879,43.259381,2019,10.0,-inf,MEDITERRANEAN,France,6491.0,2472,POINT (3.141879 43.259381),True,train,glc24_CBN-Med,2472,511515.5611457811,4789629.041113998,2643591215 3948976858 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,11157.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,3937.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,2539.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,3893.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,1736.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,9458.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,2564.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,3495.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,7871.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,1254.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,5398.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,868.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,9247.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,6226.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,2756.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,3438.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,7628.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,5557.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,8340.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,9714.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,1169.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,7536.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,6410.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,3935.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,982.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,10419.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
4.160367,44.311934,2019,0.0,250.0,MEDITERRANEAN,France,5412.0,3014,POINT (4.160367 44.311934),True,train,glc24_CBN-Med,3014,592542.7594981306,4907174.281739618,3949481387 3949781208 3949781213 3949481366 3949785109 3949350318 3949345168 3949840383 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5876.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,4659.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,3115.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5203.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,9877.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,669.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,5799.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,2926.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,1300.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
3.038266,42.70752,2020,10.0,50.0,MEDITERRANEAN,France,2173.0,5316,POINT (3.038266 42.70752),True,train,glc24_CBN-Med,5316,503133.75153025676,4728336.932114833,3949567705 3948971814 3949402774 3949883025 
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,2761.0,6811,POINT (2.852457 43.041303),True,train,glc24_CBN-Med,6811,487982.07065771177,4765412.001838423,2645680240 2645680361 2644024167 
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,1941.0,6811,POINT (2.852457 43.041303),True,train,glc24_CBN-Med,6811,487982.07065771177,4765412.001838423,2645680240 2645680361 2644024167 
2.852457,43.041303,2021,5.0,4.0,MEDITERRANEAN,France,11215.0,6811,POINT (2.852457 43.041303),True,train,glc24_CBN-Med,6811,487982.07065771177,4765412.001838423,2645680240 2645680361 2644024167 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,5980.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8643.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,1959.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,840.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,1195.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,3984.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8154.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
4.984343,43.464208,2021,3.0,20.0,MEDITERRANEAN,France,8879.0,9112,POINT (4.984343 43.464208),True,train,glc24_CBN-Med,9112,660519.3819065492,4814278.930597505,3948983089 3948964294 3948970438 3948984193 3948970436 3949563424 3949132652 3949501604 3949333954 3949455251 3948978045 3948973433 3948967293 
7.036106,43.791196,2020,9.0,16.0,MEDITERRANEAN,France,7529.0,9805,POINT (7.036106 43.791196),True,train,glc24_CBN-Med,9805,824735.5173362191,4856603.874084022,2644074476 2645635218 2644105372 2974526326 3949607813 2645748402 2974307340 2974547311 2644052294 2645658450 2645748723 2974611876 2974370722 2974370616 2644727221 2645644346 
7.036106,43.791196,2020,9.0,16.0,MEDITERRANEAN,France,9581.0,9805,POINT (7.036106 43.791196),True,train,glc24_CBN-Med,9805,824735.5173362191,4856603.874084022,2644074476 2645635218 2644105372 2974526326 3949607813 2645748402 2974307340 2974547311 2644052294 2645658450 2645748723 2974611876 2974370722 2974370616 2644727221 2645644346 
7.036106,43.791196,2020,9.0,16.0,MEDITERRANEAN,France,423.0,9805,POINT (7.036106 43.791196),True,train,glc24_CBN-Med,9805,824735.5173362191,4856603.874084022,2644074476 2645635218 2644105372 2974526326 3949607813 2645748402 2974307340 2974547311 2644052294 2645658450 2645748723 2974611876 2974370722 2974370616 2644727221 2645644346 
7.036106,43.791196,2020,9.0,16.0,MEDITERRANEAN,France,5398.0,9805,POINT (7.036106 43.791196),True,train,glc24_CBN-Med,9805,824735.5173362191,4856603.874084022,2644074476 2645635218 2644105372 2974526326 3949607813 2645748402 2974307340 2974547311 2644052294 2645658450 2645748723 2974611876 2974370722 2974370616 2644727221 2645644346 
